Image,PSNR,SSIM
COVID-1.png,32.700870513916016,0.9417989
COVID-10.png,33.71395492553711,0.89978456
COVID-100.png,29.48331069946289,0.9142483
COVID-1000.png,29.579259872436523,0.9274564
COVID-1001.png,28.535661697387695,0.8943083
COVID-1002.png,29.77342987060547,0.8757963
COVID-1003.png,30.058069229125977,0.8953832
COVID-1004.png,31.834457397460938,0.9263089
COVID-1005.png,30.067707061767578,0.8823447
COVID-1006.png,31.38595199584961,0.88673717
COVID-1007.png,28.09758758544922,0.8953307
COVID-1008.png,32.534481048583984,0.8980759
COVID-1009.png,28.93716049194336,0.8997018
COVID-101.png,30.220815658569336,0.8658487
COVID-1010.png,30.933456420898438,0.90443206
COVID-1011.png,28.97089958190918,0.896653
COVID-1012.png,32.349021911621094,0.9159511
COVID-1013.png,32.322357177734375,0.9285078
COVID-1014.png,29.45067596435547,0.86631584
COVID-1015.png,28.900264739990234,0.9063935
COVID-1016.png,28.611467361450195,0.88884336
COVID-1017.png,27.340518951416016,0.8249448
COVID-1018.png,30.072307586669922,0.9039977
COVID-1019.png,31.276247024536133,0.9031131
COVID-102.png,35.191036224365234,0.9536106
COVID-1020.png,32.83350372314453,0.86878735
COVID-1021.png,26.669464111328125,0.9122922
COVID-1022.png,32.62201690673828,0.92842275
COVID-1023.png,33.28467559814453,0.90872407
COVID-1024.png,30.178810119628906,0.91905814
COVID-1025.png,32.5887565612793,0.9196634
COVID-1026.png,33.5014762878418,0.910794
COVID-1027.png,29.2744140625,0.9246323
COVID-1028.png,28.33988380432129,0.90348387
COVID-1029.png,31.947946548461914,0.89971703
COVID-103.png,26.869346618652344,0.8742192
COVID-1030.png,30.700458526611328,0.89951676
COVID-1031.png,30.93026351928711,0.91150266
COVID-1032.png,33.3267822265625,0.916423
COVID-1033.png,29.588632583618164,0.92332727
COVID-1034.png,28.997900009155273,0.9097828
COVID-1035.png,35.232749938964844,0.91720206
COVID-1036.png,30.342041015625,0.921462
COVID-1037.png,31.358642578125,0.8792527
COVID-1038.png,26.68463706970215,0.91340846
COVID-1039.png,30.2431583404541,0.8844657
COVID-104.png,35.19768524169922,0.9333539
COVID-1040.png,31.11551284790039,0.87194175
COVID-1041.png,30.533283233642578,0.92118883
COVID-1042.png,32.65739059448242,0.92264414
